id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35208467,想见你,,https://dou.img.lithub.cc/movie/35208467.jpg,2022-12-24(中国大陆),https://movie.douban.com/subject/35208467/,6.2,"爱情,悬疑,奇幻",3,,,2023-02-26 23:51:51,2022 / 中国大陆 中国台湾 中国香港 / 爱情 悬疑 奇幻 / 黄天仁 / 柯佳嬿 许光汉
26374197,蜘蛛侠：平行宇宙,,https://dou.img.lithub.cc/movie/26374197.jpg,2018-12-21(中国大陆),https://movie.douban.com/subject/26374197/,8.6,"动作,科幻,动画",5,,,2023-02-09 15:13:01,2018 / 美国 / 动作 科幻 动画 冒险 / 鲍勃·佩尔西凯蒂 彼得·拉姆齐 罗德尼·罗斯曼 / 沙梅克·摩尔 杰克·约翰逊
1889243,星际穿越,,https://dou.img.lithub.cc/movie/1889243.jpg,2014-11-12(中国大陆),https://movie.douban.com/subject/1889243/,9.4,"剧情,科幻,冒险",5,,,2023-02-09 15:12:32,2014 / 美国 英国 加拿大 / 剧情 科幻 冒险 / 克里斯托弗·诺兰 / 马修·麦康纳 安妮·海瑟薇
26647087,三体,,https://dou.img.lithub.cc/movie/26647087.jpg,2023-01-15(中国大陆),https://movie.douban.com/subject/26647087/,8.7,"剧情,科幻",4,没看过原著，之前只看了几个解说视频，目前看到第三集，第一集的时候一脸懵，第二集开始进入状态，观感不错～,,2023-02-09 11:12:46,2023 / 中国大陆 / 剧情 科幻 / 杨磊 / 张鲁一 于和伟
30252495,1917,,https://dou.img.lithub.cc/movie/30252495.jpg,2020-08-07(中国大陆),https://movie.douban.com/subject/30252495/,8.5,"剧情,战争",4,,,2023-02-01 10:58:44,2019 / 美国 英国 印度 西班牙 加拿大 中国大陆 / 剧情 战争 / 萨姆·门德斯 / 乔治·麦凯 迪恩-查尔斯·查普曼
27024903,天才枪手,,https://dou.img.lithub.cc/movie/27024903.jpg,2017-10-13(中国大陆),https://movie.douban.com/subject/27024903/,8.2,"剧情,悬疑,犯罪",5,,,2023-02-01 10:58:22,2017 / 泰国 / 剧情 悬疑 犯罪 / 纳塔吾·彭皮里亚 / 茱蒂蒙·琼查容苏因 查侬·散顶腾古
35144311,雄狮少年,,https://dou.img.lithub.cc/movie/35144311.jpg,2021-12-17(中国大陆),https://movie.douban.com/subject/35144311/,8.3,"剧情,喜剧,动画",4,,,2023-02-01 10:58:09,2021 / 中国大陆 / 剧情 喜剧 动画 / 孙海鹏 / 李昕 陈业雄
35076714,扎克·施奈德版正义联盟,,https://dou.img.lithub.cc/movie/35076714.jpg,2021-05-03(中国大陆网络),https://movie.douban.com/subject/35076714/,8.1,"动作,科幻,奇幻",5,,,2023-02-01 10:57:56,2021 / 美国 / 动作 科幻 奇幻 冒险 / 扎克·施奈德 / 本·阿弗莱克 亨利·卡维尔
27615441,网络谜踪,,https://dou.img.lithub.cc/movie/27615441.jpg,2018-12-14(中国大陆),https://movie.douban.com/subject/27615441/,8.5,"剧情,悬疑,惊悚",5,,,2023-02-01 10:57:38,2018 / 美国 俄罗斯 / 剧情 悬疑 惊悚 犯罪 / 阿尼什·查甘蒂 / 约翰·赵 米切尔·拉
20495023,寻梦环游记,,https://dou.img.lithub.cc/movie/20495023.jpg,2017-11-24(中国大陆),https://movie.douban.com/subject/20495023/,9.1,"喜剧,动画,音乐",5,,,2023-02-01 10:57:27,2017 / 美国 / 喜剧 动画 音乐 奇幻 / 李·昂克里奇 阿德里安·莫利纳 / 安东尼·冈萨雷斯 盖尔·加西亚·贝纳尔
